stem,storage_day,gt_class,pred_class,area,circularity,opt_volume,mean_phase,max_phase,dry_mass
20110511_1,0.0,0.0,1.0,21685.5,0.2733882040003056,24428934.0,115.78789520263672,252.546875,24428934.0
20110511_2,0.0,0.0,1.0,12617.5,0.5536578917975178,21970672.0,113.38706970214844,251.671875,21970672.0
20110511_3,0.0,0.0,1.0,18591.5,0.39360926976253513,32778734.0,130.9143524169922,228.609375,32778734.0
20110511_4,0.0,0.0,1.0,37931.0,0.16777103398230178,27848450.0,140.48619079589844,251.390625,27848450.0
20110511_5,0.0,0.0,1.0,14385.0,0.45501646664388695,21380844.0,125.14542388916016,254.625,21380844.0
20110511_6,0.0,0.0,1.0,33754.0,0.27492467570880225,24757360.0,123.91068267822266,252.875,24757360.0
20110516_1,5.0,0.0,1.0,16398.5,0.5117930088515416,27394162.0,114.95708465576172,252.84375,27394162.0
20110516_2,5.0,0.0,1.0,21383.0,0.38265854004770666,31325550.0,117.71965026855469,250.109375,31325550.0
20110516_3,5.0,0.0,1.0,43611.5,0.1784148852272051,41105212.0,116.07278442382812,246.625,41105212.0
20110516_5,5.0,0.0,1.0,19342.0,0.4338102860125145,33176008.0,121.28437805175781,254.984375,33176008.0
20110516_6,5.0,0.0,1.0,44750.5,0.19132399875175402,27070522.0,115.6173095703125,247.390625,27070522.0
20110516_7,5.0,0.0,1.0,22478.5,0.393957855946587,37721748.0,135.01809692382812,246.75,37721748.0
20110519_1,8.0,0.0,1.0,83894.0,0.17079239229202622,35833224.0,107.82157897949219,255.0,35833224.0
20110519_10,8.0,0.0,1.0,59456.0,0.13056663936968166,35339000.0,106.03082275390625,201.203125,35339000.0
20110519_4,8.0,0.0,1.0,27462.5,0.32528004437771596,31349238.0,107.91888427734375,254.53125,31349238.0
20110519_5,8.0,0.0,1.0,55272.5,0.26743487115593634,25225370.0,88.06510162353516,225.28125,25225370.0
20110519_7,8.0,0.0,1.0,55525.0,0.1469815370134534,33294408.0,93.15672302246094,246.6875,33294408.0
20110519_8,8.0,0.0,1.0,64660.0,0.1414035975971029,28710346.0,91.97761535644531,246.484375,28710346.0
