stem,storage_day,gt_class,pred_class,area,circularity,opt_volume
20110511_1,0,0,1,21704.0,0.25431018576418424,24757962.0
20110511_2,0,0,1,12909.5,0.5664708941069844,22311898.0
20110511_3,0,0,1,17533.0,0.3771484353498697,32279116.0
20110511_4,0,0,1,50573.0,0.1734401776339387,27931842.0
20110511_5,0,0,1,15050.0,0.3813338731680072,21935000.0
20110511_6,0,0,1,34902.0,0.3393505105118269,24903412.0
20110516_1,5,0,1,16121.0,0.49937170454521385,27392676.0
20110516_2,5,0,1,23865.0,0.2292049576385567,31606430.0
20110516_3,5,0,1,44250.5,0.18388359238834479,41323588.0
20110516_5,5,0,1,26215.5,0.18313428872849624,32454324.0
20110516_6,5,0,1,48521.0,0.15639303390995635,27071738.0
20110516_7,5,0,1,21810.5,0.38299954092467436,37285316.0
20110519_1,8,0,1,81600.0,0.15627110150464332,35337444.0
20110519_10,8,0,1,42641.0,0.1972396918932852,35365448.0
20110519_4,8,0,1,26802.0,0.3390608985873734,30929458.0
20110519_5,8,0,1,52894.5,0.25123955576156864,24933896.0
20110519_7,8,0,1,56587.0,0.17121417095448985,33505740.0
20110519_8,8,0,1,66767.0,0.19894224866949461,28776548.0
20110523_2,12,0,1,63549.5,0.14913839932888215,35892612.0
20110523_3,12,0,1,222266.0,0.041359880496048065,42015616.0
20110523_4,12,0,1,36434.0,0.2781042546375239,40145804.0
20110523_6,12,0,1,44713.5,0.23460930252325815,33661560.0
20110523_7,12,0,1,51726.0,0.1840858961303199,38684892.0
20110523_9,12,0,1,56431.0,0.14518782393616508,41295520.0
20110526_2,15,0,1,91871.0,0.12359593428116888,41587028.0
20110526_3,15,0,1,386220.0,0.055211966553665746,59398736.0
20110526_5,15,0,1,214369.5,0.08322160876960853,55163080.0
20110526_6,15,0,1,171450.5,0.07889982225660508,48320824.0
20110526_7,15,0,1,112529.5,0.10021434925270582,49115768.0
20110526_8,15,0,1,340749.5,0.0647492837597329,56605856.0
20110530_4,19,0,1,15563.0,0.44290826392181193,23047226.0
20110530_5,19,0,1,22319.5,0.4007692071714707,22961954.0
20110530_6,19,0,1,21453.5,0.3211899850733732,26212630.0
20110530_7,19,0,1,24229.0,0.4147990882042703,28088720.0
20110530_8,19,0,1,31409.0,0.23846167053534095,28968734.0
20110530_9,19,0,1,14891.0,0.4832481348398402,19681194.0
20110603_1,23,0,1,6060.0,0.5611284725069567,9172165.0
20110603_10,23,0,1,23932.5,0.29202757891410125,21924284.0
20110603_3,23,0,1,15106.0,0.43313634682554636,20984230.0
20110603_5,23,0,1,13314.0,0.44093161591845514,24690166.0
20110603_6,23,0,1,12554.0,0.5255736068132412,21426130.0
20110603_9,23,0,1,10332.5,0.5570865704220865,18073110.0
20110607_1,27,0,1,18946.5,0.2878053994185778,12457252.0
20110607_2,27,0,1,11129.5,0.5466073495599106,13300805.0
20110607_3,27,0,1,12554.5,0.5951563372801245,12757882.0
20110607_4,27,0,1,15386.0,0.3698689833275697,12553827.0
20110607_7,27,0,1,18810.5,0.44693103556692465,22796132.0
20110607_9,27,0,1,22769.5,0.2791239680745477,19252748.0
20110610_1,30,0,1,43325.0,0.15775018924696793,33208404.0
20110610_10,30,0,1,21073.5,0.389165869184705,23152474.0
20110610_3,30,0,1,36793.0,0.14206312744584035,31174916.0
20110610_4,30,0,1,36956.5,0.22319880820071542,30506696.0
20110610_6,30,0,1,14322.0,0.4271563290730296,28744634.0
20110610_9,30,0,1,14730.0,0.3021302771679085,18720784.0
20110617_1,37,0,1,14151.0,0.34644676675740493,14809683.0
20110617_10,37,0,1,8616.0,0.5521593005434839,9949936.0
20110617_3,37,0,1,16518.0,0.478692194184063,21599254.0
20110617_6,37,0,2,20150.5,0.3122639083633048,20942266.0
20110617_8,37,0,1,9197.0,0.5824604396476823,16200156.0
20110617_9,37,0,1,12229.5,0.4795231398831651,11720984.0
20110627_1,47,0,2,13922.0,0.34176571048545706,19370738.0
20110627_10,47,0,2,12713.5,0.41889167107211867,20825490.0
20110627_3,47,0,2,11184.5,0.35686274986306515,22953964.0
20110627_4,47,0,3,11619.0,0.3174038797433176,18441850.0
20110627_5,47,0,2,17286.5,0.33370118117113895,17927006.0
20110627_6,47,0,3,10016.0,0.3284441557391938,15768797.0
