stem,storage_day,gt_class,pred_class,area,circularity,opt_volume
20110511_1,0,0,1,1258.0,0.197955663916731,1523290.0
20110511_2,0,0,1,736.5,0.5118521022641601,1380735.0
20110511_3,0,0,1,1029.0,0.27636143748520087,2000784.0
20110511_4,0,0,1,1045.5,0.2347919691019103,1730753.0
20110511_5,0,0,1,500.0,0.537852260332009,1316197.0
20110511_6,0,0,1,1189.5,0.2047280831987492,1535193.0
20110516_1,5,0,1,967.0,0.433957006981675,1723836.0
20110516_2,5,0,1,1217.5,0.25268273064818464,1971865.0
20110516_3,5,0,1,1497.0,0.2593200530376849,2533849.0
20110516_5,5,0,1,1122.0,0.3620602660177067,2055351.0
20110516_6,5,0,1,1025.5,0.3617103977747492,1682076.0
20110516_7,5,0,1,1254.5,0.2551810760661052,2352866.0
20110519_1,8,0,1,2741.5,0.20030543226168618,2221998.0
20110519_10,8,0,1,2506.0,0.15269564912073752,2204678.0
20110519_4,8,0,1,1627.5,0.2696913037628463,1937522.0
20110519_5,8,0,1,3163.5,0.16356116113870137,1577881.0
20110519_7,8,0,1,2605.0,0.11260057675618229,2055606.0
20110519_8,8,0,1,3822.5,0.12230975015848865,1789590.0
20110523_2,12,0,1,2681.5,0.10753897229897054,2194454.0
20110523_3,12,0,1,4590.5,0.10279665352767028,2550340.0
20110523_4,12,0,1,2053.0,0.1877627513543363,2451892.0
20110523_6,12,0,1,2270.5,0.315983441645414,2129894.0
20110523_7,12,0,1,2128.5,0.14920156677235885,2266836.0
20110523_9,12,0,1,2421.0,0.1361207153859829,2533487.0
20110526_2,15,0,1,3540.5,0.12252257422335024,2589919.0
20110526_3,15,0,1,10733.0,0.05558749732166841,3493154.0
20110526_5,15,0,1,7530.0,0.09848517234077503,3467641.0
20110526_6,15,0,1,3938.0,0.0987916927990355,2952410.0
20110526_7,15,0,1,3731.0,0.12171755345036576,2939037.0
20110526_8,15,0,1,10590.5,0.048529412022073774,3385293.0
20110530_4,19,0,1,893.5,0.3895134323901684,1401079.0
20110530_5,19,0,1,1340.5,0.37751506128560147,1407155.0
20110530_6,19,0,1,1190.5,0.2628909904760813,1596557.0
20110530_7,19,0,1,984.5,0.26704801341727175,1650273.0
20110530_8,19,0,1,1481.0,0.2920192285338388,1812099.0
20110530_9,19,0,1,841.0,0.3749698068761531,1197638.0
20110603_1,23,0,1,213.5,0.41728699622304716,426570.0
20110603_10,23,0,1,1432.5,0.2490755187073409,1311066.0
20110603_3,23,0,1,830.5,0.31014733517053006,1257532.0
20110603_5,23,0,1,696.0,0.5002526001014583,1546207.0
20110603_6,23,0,1,689.0,0.4722926683164713,1367505.0
20110603_9,23,0,1,598.0,0.3740464090940043,1128694.0
20110607_1,27,0,1,856.5,0.32818757905661416,738124.0
20110607_2,27,0,1,542.5,0.4644422742900945,737321.0
20110607_3,27,0,1,777.0,0.5172215136231908,791928.0
20110607_4,27,0,1,651.0,0.4083550877050529,769443.0
20110607_7,27,0,1,1119.0,0.34124751205101894,1382906.0
20110607_9,27,0,1,697.0,0.4886485795857027,1075797.0
20110610_1,30,0,1,771.0,0.3565098411131663,1880451.0
20110610_10,30,0,1,762.5,0.5032688941401188,1394849.0
20110610_3,30,0,1,1235.5,0.1794390859262687,1896172.0
20110610_4,30,0,1,1220.5,0.3087089129800674,1795081.0
20110610_6,30,0,1,837.0,0.33682920651108006,1632393.0
20110610_9,30,0,1,614.5,0.42489333513748256,1013273.0
20110617_1,37,0,1,377.5,0.8540839839541371,785137.0
20110617_10,37,0,1,482.5,0.4706898042208238,540395.0
20110617_3,37,0,1,750.5,0.5189299398221003,1222938.0
20110617_6,37,0,1,709.5,0.5472570114867495,1176888.0
20110617_8,37,0,1,539.0,0.5267393230422593,736692.0
20110617_9,37,0,1,569.0,0.38530618028484664,676234.0
20110627_1,47,0,1,584.5,0.5351526837901605,1085107.0
20110627_10,47,0,1,360.5,0.8418828915663494,1077583.0
20110627_3,47,0,3,580.0,0.31055837521888635,1235696.0
20110627_4,47,0,3,619.5,0.2914351393383442,961674.0
20110627_5,47,0,1,754.5,0.4781837561849792,911903.0
20110627_6,47,0,3,395.5,0.8486487647080599,894255.0
