stem,storage_day,gt_class,pred_class,area,circularity,opt_volume
20110511_1,0,0,1,34479.5,0.27192472341915,23727976.0
20110511_2,0,0,1,19530.5,0.3511670425910613,16949084.0
20110511_3,0,0,1,31156.5,0.26258727505406826,29433306.0
20110511_4,0,0,1,49542.0,0.26439990925271795,25100678.0
20110511_5,0,0,1,23090.5,0.4618577853042963,21857312.0
20110511_6,0,0,1,37427.0,0.22178961900114672,25209338.0
20110516_1,5,0,1,21757.0,0.35693085912146744,24956104.0
20110516_2,5,0,1,18701.0,0.397324271444525,24768124.0
20110516_3,5,0,1,45527.5,0.2074179074557244,33583220.0
20110516_5,5,0,1,17784.0,0.3384574200775889,22729324.0
20110516_6,5,0,1,48844.0,0.19377020558056854,22503972.0
20110516_7,5,0,1,22789.5,0.2919318334009709,27777864.0
20110519_1,8,0,1,85386.0,0.19207368988507165,33027282.0
20110519_10,8,0,1,30582.5,0.22512677114951307,24443260.0
20110519_4,8,0,1,17925.0,0.29847257459024934,24021564.0
20110519_5,8,0,1,53783.0,0.24993618344917,22677256.0
20110519_7,8,0,1,56569.5,0.18180421311829154,27086116.0
20110519_8,8,0,1,73377.0,0.28823696556955153,28196978.0
20110523_2,12,0,1,35960.5,0.19268752613041545,27548858.0
20110523_3,12,0,1,111833.0,0.0898946950913654,25137858.0
20110523_4,12,0,1,23642.0,0.38511073851657424,27092534.0
20110523_6,12,0,1,60326.0,0.19382935886236813,27733492.0
20110523_7,12,0,1,38310.0,0.2325912562653549,25006650.0
20110523_9,12,0,1,47444.0,0.308158543399482,28272534.0
20110526_2,15,0,1,23311.5,0.30245937201738926,15753753.0
20110526_3,15,0,1,149595.5,0.2054091681074858,24947926.0
20110526_5,15,0,1,28193.0,0.2600630456686131,13416963.0
20110526_6,15,0,1,129475.5,0.12883908593939133,34621736.0
20110526_7,15,0,1,115013.0,0.14049510104330984,37517104.0
20110526_8,15,0,1,20901.0,0.4050371382819806,8704304.0
20110530_4,19,0,1,15127.0,0.6009618048068335,20421686.0
20110530_5,19,0,1,20367.5,0.4199501875849021,18144844.0
20110530_6,19,0,1,19712.5,0.29008959465290085,24422228.0
20110530_7,19,0,1,12756.5,0.47690015165373295,17815456.0
20110530_8,19,0,1,32073.5,0.2707090408146963,26846818.0
20110530_9,19,0,1,20720.5,0.3670251047673575,17771086.0
20110603_1,23,0,2,5028.0,0.23067470106358495,6085816.5
20110603_10,23,0,1,21028.5,0.27563463670633387,17654124.0
20110603_3,23,0,1,14363.0,0.4773575577168652,18370740.0
20110603_5,23,0,1,12953.5,0.43892893389612136,20963426.0
20110603_6,23,0,1,14269.5,0.3170431418376926,20693108.0
20110603_9,23,0,1,9679.0,0.558340974897428,15122356.0
20110607_1,27,0,1,14499.5,0.4244032286130872,9535396.0
20110607_2,27,0,1,12183.0,0.43517982116890314,12596566.0
20110607_3,27,0,1,13416.0,0.611758101306173,12966755.0
20110607_4,27,0,1,10786.0,0.528092777962579,10098472.0
20110607_7,27,0,1,18887.0,0.49361810283309476,20951856.0
20110607_9,27,0,1,24930.0,0.3510371472841248,17320892.0
20110610_1,30,0,1,20849.0,0.18979359805242446,19648798.0
20110610_10,30,0,1,21548.5,0.3970830338549724,16629370.0
20110610_3,30,0,1,20476.5,0.47850831956301654,10587682.0
20110610_4,30,0,1,38528.0,0.22975339541088152,24676642.0
20110610_6,30,0,1,11336.5,0.5204131272077761,16054422.0
20110610_9,30,0,1,11840.0,0.6207264609227895,12075836.0
20110617_1,37,0,1,26537.0,0.3730763798767637,13296073.0
20110617_10,37,0,1,8087.5,0.5994634864678053,8135371.5
20110617_3,37,0,1,21089.5,0.4290415932591888,19581898.0
20110617_6,37,0,1,16416.0,0.32041663607679505,16117146.0
20110617_8,37,0,3,8462.5,0.5857402201288221,11824467.0
20110617_9,37,0,1,13094.5,0.5720811077171676,8890077.0
20110627_1,47,0,3,7364.0,0.8537885302027423,12550909.0
20110627_10,47,0,3,7631.5,0.557430960690843,11564545.0
20110627_3,47,0,3,9433.5,0.3343670624166429,16050083.0
20110627_4,47,0,3,9191.5,0.3915307935268055,12674331.0
20110627_5,47,0,1,13581.0,0.637750203437837,10406060.0
20110627_6,47,0,3,10828.5,0.23000382654334056,10283557.0
