stem,storage_day,gt_class,pred_class,area,circularity,opt_volume
20110511_1,0,0,3,1279.5,0.19056952736270183,1593006.0
20110511_2,0,0,3,678.0,0.3556874214004497,1395889.0
20110511_3,0,0,3,1055.0,0.2620826527881928,2031271.0
20110511_4,0,0,3,2901.0,0.09115593986191547,1810789.0
20110511_5,0,0,3,1156.5,0.24482722643615962,1364765.0
20110511_6,0,0,3,2016.5,0.18483236270174191,1592980.0
20110516_1,5,0,3,959.5,0.3491190548787339,1744474.0
20110516_2,5,0,3,1211.0,0.24171979933189885,1983669.0
20110516_3,5,0,3,1651.5,0.17322986999730455,2515665.0
20110516_5,5,0,3,1080.0,0.31595431082013603,2066283.0
20110516_6,5,0,3,1542.5,0.19177356282252525,1720363.0
20110516_7,5,0,3,1231.0,0.22239014413910715,2383848.0
20110519_1,8,0,3,4572.5,0.10401111447797999,2217800.0
20110519_10,8,0,3,2726.0,0.11076893590264478,2215471.0
20110519_4,8,0,3,1478.5,0.22771641206942084,1945337.0
20110519_5,8,0,3,3378.0,0.13884161678164164,1581380.0
20110519_7,8,0,3,1910.5,0.1927180396833347,2010746.0
20110519_8,8,0,3,2901.5,0.1581151136262432,1783054.0
20110523_2,12,0,3,3105.0,0.08673002067015276,2158224.0
20110523_3,12,0,3,8693.0,0.03791976595370413,2535859.0
20110523_4,12,0,3,2011.0,0.1671288581952081,2454097.0
20110523_6,12,0,3,4046.0,0.09539640194171047,2097808.0
20110523_7,12,0,3,1808.5,0.16326326028379629,2246647.0
20110523_9,12,0,3,2616.5,0.11400472981514978,2493119.0
20110526_2,15,0,3,2959.0,0.09086455221173383,2450341.0
20110526_3,15,0,3,7200.0,0.05026762008295858,3242695.0
20110526_5,15,0,3,2446.0,0.0731898631006952,3082079.0
20110526_6,15,0,3,1916.5,0.1753412176786839,2832698.0
20110526_7,15,0,3,2392.0,0.12641651323037675,2772138.0
20110526_8,15,0,3,5769.0,0.06762466107369189,3169529.0
20110530_4,19,0,3,883.0,0.3440073143345427,1443164.0
20110530_5,19,0,3,1333.5,0.30518437400360393,1478658.0
20110530_6,19,0,3,902.5,0.35390919851836317,1680174.0
20110530_7,19,0,3,1111.0,0.22900271335411126,1726411.0
20110530_8,19,0,3,1761.0,0.14839524383014455,1838348.0
20110530_9,19,0,3,821.5,0.3515783742489198,1248076.0
20110603_1,23,0,3,345.0,0.4456907737712436,569460.0
20110603_10,23,0,3,1358.0,0.17850156073856352,1412362.0
20110603_3,23,0,3,851.5,0.3114471197086178,1335673.0
20110603_5,23,0,3,823.5,0.2490531308761425,1549742.0
20110603_6,23,0,3,891.5,0.31634931807227995,1395634.0
20110603_9,23,0,3,577.5,0.33266704116577595,1152524.0
20110607_1,27,0,3,900.0,0.27922849502919234,822179.0
20110607_2,27,0,3,676.0,0.3988422715092016,856409.0
20110607_3,27,0,3,808.5,0.2523068914980769,856840.0
20110607_4,27,0,3,874.0,0.2536570917965944,810209.0
20110607_7,27,0,3,1084.0,0.25808661410531447,1413652.0
20110607_9,27,0,3,690.5,0.36895699570634494,1209007.0
20110610_1,30,0,3,973.5,0.21512231805363458,2002982.0
20110610_10,30,0,3,739.5,0.4038178937654679,1411890.0
20110610_3,30,0,3,1744.0,0.12039520109800016,1903099.0
20110610_4,30,0,3,1170.5,0.24709446655968717,1874968.0
20110610_6,30,0,3,785.0,0.32169494963028117,1762893.0
20110610_9,30,0,3,791.5,0.21186881518918319,1203165.0
20110617_1,37,0,3,1123.5,0.20185362804913365,937562.0
20110617_10,37,0,3,497.5,0.4642750087442682,643625.0
20110617_3,37,0,3,929.0,0.2975294962242767,1359794.0
20110617_6,37,0,3,634.5,0.4330035898039367,1314245.0
20110617_8,37,0,3,537.5,0.4499097039774996,1037034.0
20110617_9,37,0,3,714.0,0.337234916433224,767526.0
20110627_1,47,0,3,705.5,0.20360611530771425,1245048.0
20110627_10,47,0,3,501.5,0.23476731746162083,1319431.0
20110627_3,47,0,3,637.5,0.20784273805987374,1500778.0
20110627_4,47,0,3,558.5,0.4303893899535941,1216507.0
20110627_5,47,0,3,802.5,0.2212429413902696,1157015.0
20110627_6,47,0,3,828.0,0.20001076743221735,1049346.0
