stem,storage_day,gt_class,pred_class,area,circularity,opt_volume
20110511_1,0,0,1,1126.5,0.2729780739411527,1550287.0
20110511_2,0,0,1,735.0,0.41572961733935665,1391392.0
20110511_3,0,0,1,1050.5,0.29219878357433904,2041067.0
20110511_4,0,0,1,1710.0,0.19449348960865576,1757813.0
20110511_5,0,0,1,495.0,0.5088056204371229,1338772.0
20110511_6,0,0,1,1863.5,0.14389928253163328,1566320.0
20110516_1,5,0,1,987.0,0.4455125636424559,1742969.0
20110516_2,5,0,1,1225.0,0.28039436939355084,1979908.0
20110516_3,5,0,1,1485.0,0.23691941367707722,2557454.0
20110516_5,5,0,1,1119.0,0.3440499338658513,2071608.0
20110516_6,5,0,1,1255.0,0.2449017333449733,1687437.0
20110516_7,5,0,1,1310.0,0.27317950952675846,2387915.0
20110519_1,8,0,1,3147.5,0.10359048104155895,2250388.0
20110519_10,8,0,1,2495.5,0.15300734029175825,2225274.0
20110519_4,8,0,1,1632.0,0.27558818287633774,1956412.0
20110519_5,8,0,1,3083.0,0.13398458634533195,1587466.0
20110519_7,8,0,1,2678.0,0.10945056875998696,2076886.0
20110519_8,8,0,1,3885.0,0.12237699523906473,1796542.0
20110523_2,12,0,1,2398.5,0.13339246569424007,2198370.0
20110523_3,12,0,1,4614.0,0.10563475875145213,2596069.0
20110523_4,12,0,1,2031.0,0.18693045213035944,2465425.0
20110523_6,12,0,1,2214.5,0.29784957378154486,2145505.0
20110523_7,12,0,1,1830.0,0.21965542668159985,2299368.0
20110523_9,12,0,1,2082.0,0.19944148889240604,2577258.0
20110526_2,15,0,1,3557.0,0.12077473750595538,2607735.0
20110526_3,15,0,1,9061.0,0.08664331854724532,3514432.0
20110526_5,15,0,1,4054.5,0.29215649226261586,3496000.0
20110526_6,15,0,1,3607.0,0.11862036219125593,2996681.0
20110526_7,15,0,1,2751.0,0.15391118625983338,2970364.0
20110526_8,15,0,1,9078.0,0.058300841888841715,3413559.0
20110530_4,19,0,1,909.0,0.39355015611817656,1424875.0
20110530_5,19,0,1,1352.0,0.3798805122525715,1460531.0
20110530_6,19,0,1,884.0,0.3537972944832928,1640340.0
20110530_7,19,0,1,967.5,0.24471599615585024,1699618.0
20110530_8,19,0,1,1860.0,0.19022271919434913,1840107.0
20110530_9,19,0,1,856.5,0.3770542017583674,1201860.0
20110603_1,23,0,1,180.5,0.8648149606725252,461369.0
20110603_10,23,0,1,1106.5,0.30777530199936887,1352333.0
20110603_3,23,0,1,792.5,0.3638609519614485,1289852.0
20110603_5,23,0,1,691.5,0.4951991057047064,1545937.0
20110603_6,23,0,1,670.0,0.4134012021965776,1373112.0
20110603_9,23,0,1,604.0,0.3886911157555661,1145597.0
20110607_1,27,0,1,536.0,0.5131494732380635,774902.0
20110607_2,27,0,1,555.5,0.46913415454698393,804557.0
20110607_3,27,0,1,807.5,0.24285759158986853,822381.0
20110607_4,27,0,1,672.0,0.5136071276738037,774755.0
20110607_7,27,0,1,673.0,0.5143714249511542,1403175.0
20110607_9,27,0,1,696.5,0.4900727906831551,1108859.0
20110610_1,30,0,1,831.5,0.34599021272174557,2004316.0
20110610_10,30,0,1,753.0,0.4812286701610421,1404443.0
20110610_3,30,0,1,1264.0,0.18405953331976616,1919605.0
20110610_4,30,0,1,1204.5,0.3046619310755465,1851791.0
20110610_6,30,0,1,763.0,0.5192887867946253,1719506.0
20110610_9,30,0,1,511.5,0.5477607199998733,1150948.0
20110617_1,37,0,1,520.0,0.4291451670482792,902157.0
20110617_10,37,0,1,477.5,0.40100186644049884,614772.0
20110617_3,37,0,1,956.0,0.35607227120062834,1329075.0
20110617_6,37,0,1,707.5,0.529006348736789,1275049.0
20110617_8,37,0,1,542.0,0.494191633281339,944809.0
20110617_9,37,0,1,561.5,0.41984037275357283,735650.0
20110627_1,47,0,1,568.0,0.47137655695925906,1196869.0
20110627_10,47,0,1,373.5,0.8265562648900096,1239641.0
20110627_3,47,0,1,398.5,0.8368692488628046,1429244.0
20110627_4,47,0,1,532.5,0.4107320072741765,1108864.0
20110627_5,47,0,1,770.5,0.5060291006937335,1096527.0
20110627_6,47,0,1,387.0,0.8251688366346724,1004533.0
